95.164.159.93 - - [07/Apr/2024:02:29:18 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.159.93" response-time=0.006
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.004
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.005
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.007
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.008
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.007
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/js/script.js HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.009
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.006
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/parth.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.006
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.005
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.005
99.250.177.58 - - [08/Apr/2024:01:49:14 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 304 0 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.29.4623" "99.250.177.58" response-time=0.003
150.109.16.20 - - [08/Apr/2024:02:02:41 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "150.109.16.20" response-time=0.002
123.60.68.42 - - [08/Apr/2024:05:22:10 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 9.6; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3190.88 Safari/537.36" "123.60.68.42" response-time=0.003
192.87.174.28 - - [08/Apr/2024:07:11:00 +0000] "GET / HTTP/1.1" 200 3144 "-" "Python/3.10 aiohttp/3.9.3" "192.87.174.28" response-time=0.002
42.83.147.42 - - [08/Apr/2024:07:52:55 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Linux; U; Android 2.2; en-us; Nexus One Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1" "42.83.147.42" response-time=0.002
95.164.156.82 - - [08/Apr/2024:08:09:28 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.156.82" response-time=0.002
95.164.156.82 - - [08/Apr/2024:08:09:28 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.156.82" response-time=0.004
34.207.128.4 - - [08/Apr/2024:08:09:29 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "34.207.128.4" response-time=0.005
44.212.57.230 - - [08/Apr/2024:08:09:29 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.002
95.164.156.82 - - [08/Apr/2024:08:09:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.156.82" response-time=0.001
34.207.128.4 - - [08/Apr/2024:08:09:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "34.207.128.4" response-time=0.001
44.212.57.230 - - [08/Apr/2024:08:09:29 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.212.57.230" response-time=0.002
45.139.65.169 - - [08/Apr/2024:08:39:49 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.65.169" response-time=0.011
95.164.157.240 - - [08/Apr/2024:08:39:49 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.157.240" response-time=0.003
95.164.156.159 - - [08/Apr/2024:08:39:53 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.156.159" response-time=0.004
209.127.106.7 - - [08/Apr/2024:08:39:53 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 13_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.106.7" response-time=0.004
132.255.133.195 - - [08/Apr/2024:08:39:54 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "132.255.133.195" response-time=0.003
170.254.178.200 - - [08/Apr/2024:08:39:54 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "170.254.178.200" response-time=0.003
209.127.109.126 - - [08/Apr/2024:08:39:58 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.109.126" response-time=0.003
191.102.163.175 - - [08/Apr/2024:08:39:58 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.163.175" response-time=0.004
209.127.106.7 - - [08/Apr/2024:08:39:59 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.106.7" response-time=0.003
164.90.209.89 - - [08/Apr/2024:08:50:31 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "164.90.209.89" response-time=0.002
95.164.157.248 - - [08/Apr/2024:09:18:18 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.157.248" response-time=0.017
95.164.157.248 - - [08/Apr/2024:09:18:19 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.157.248" response-time=0.001
44.202.57.143 - - [08/Apr/2024:09:18:19 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.202.57.143" response-time=0.001
54.91.154.80 - - [08/Apr/2024:09:18:20 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.91.154.80" response-time=0.001
95.164.157.248 - - [08/Apr/2024:09:18:20 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "95.164.157.248" response-time=0.000
44.202.57.143 - - [08/Apr/2024:09:18:20 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "44.202.57.143" response-time=0.001
54.91.154.80 - - [08/Apr/2024:09:18:20 +0000] "GET /favicon.png HTTP/1.1" 404 207 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36" "54.91.154.80" response-time=0.001
38.154.186.166 - - [08/Apr/2024:11:14:25 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "38.154.186.166" response-time=0.013
170.247.221.213 - - [08/Apr/2024:11:14:26 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "170.247.221.213" response-time=0.017
192.241.67.184 - - [08/Apr/2024:11:14:27 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "192.241.67.184" response-time=0.011
209.127.106.193 - - [08/Apr/2024:11:14:28 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.106.193" response-time=0.003
193.34.72.229 - - [08/Apr/2024:11:14:28 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "193.34.72.229" response-time=0.002
95.164.159.245 - - [08/Apr/2024:11:14:28 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.159.245" response-time=0.006
191.102.162.107 - - [08/Apr/2024:11:14:29 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "191.102.162.107" response-time=0.005
95.164.156.26 - - [08/Apr/2024:11:14:30 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "95.164.156.26" response-time=0.005
45.139.65.40 - - [08/Apr/2024:11:14:30 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "45.139.65.40" response-time=0.008
209.127.111.106 - - [08/Apr/2024:11:14:31 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "209.127.111.106" response-time=0.003
170.254.179.249 - - [08/Apr/2024:11:14:32 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "170.254.179.249" response-time=0.004
38.154.214.180 - - [08/Apr/2024:11:16:38 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "38.154.214.180" response-time=0.003
198.244.154.200 - - [08/Apr/2024:11:25:09 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0" "198.244.154.200" response-time=0.007
43.159.128.172 - - [08/Apr/2024:12:03:10 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "43.159.128.172" response-time=0.003
49.36.89.132 - - [08/Apr/2024:12:08:33 +0000] "GET / HTTP/1.1" 200 3144 "android-app://com.linkedin.android/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.008
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.003
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.002
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.011
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.003
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.002
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.002
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.002
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.002
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
49.36.89.132 - - [08/Apr/2024:12:08:34 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
49.36.89.132 - - [08/Apr/2024:12:08:35 +0000] "GET /favicon.ico HTTP/1.1" 404 207 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36" "49.36.89.132" response-time=0.001
222.79.104.23 - - [08/Apr/2024:13:47:12 +0000] "GET / HTTP/1.1" 200 3144 "http://www.parth-dataexpert.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "222.79.104.23" response-time=0.014
144.217.135.223 - - [08/Apr/2024:14:18:30 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.018
144.217.135.223 - - [08/Apr/2024:14:18:30 +0000] "GET /robots.txt HTTP/1.1" 404 207 "-" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.006
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.003
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET /sitemap.xml HTTP/1.1" 404 207 "-" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.003
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET /security.txt HTTP/1.1" 404 207 "http://www.parth-dataexpert.com/security.txt" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.001
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET /.well-known/security.txt HTTP/1.1" 404 207 "http://www.parth-dataexpert.com/.well-known/security.txt" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.001
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET /ads.txt HTTP/1.1" 404 207 "http://www.parth-dataexpert.com/ads.txt" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.001
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET / HTTP/1.1" 200 13209 "-" "Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" "144.217.135.223" response-time=0.001
144.217.135.223 - - [08/Apr/2024:14:18:31 +0000] "GET /humans.txt HTTP/1.1" 404 207 "http://www.parth-dataexpert.com/humans.txt" "Mozilla/5.0 (compatible; Dataprovider.com)" "144.217.135.223" response-time=0.001
149.56.150.131 - - [08/Apr/2024:14:18:49 +0000] "GET / HTTP/1.1" 200 3144 "-" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.002
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/css/styles.css HTTP/1.1" 200 1730 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.009
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/js/script.js HTTP/1.1" 200 609 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.003
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_figma.png HTTP/1.1" 200 5289 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.006
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/se_figma.png HTTP/1.1" 200 5363 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.002
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/data_collection.png HTTP/1.1" 200 2621 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.002
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/parth.png HTTP/1.1" 200 325649 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.012
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_processing.png HTTP/1.1" 200 4868 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.004
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_storage.png HTTP/1.1" 200 4172 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.004
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/data_transformation.png HTTP/1.1" 200 6100 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.003
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_modeling.png HTTP/1.1" 200 4448 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.001
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_prot.png HTTP/1.1" 200 4012 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.002
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/data_maintenance.png HTTP/1.1" 200 3460 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.002
149.56.150.131 - - [08/Apr/2024:14:18:50 +0000] "GET /static/core/images/de_opt.png HTTP/1.1" 200 6844 "https://www.parth-dataexpert.com/" "Mozilla/5.0 (compatible; Dataprovider.com)" "149.56.150.131" response-time=0.006
